title| total_time |yields|ingredients|instructions|calories|nutrients|category
Chef John's Italian Meatballs|135|8 servings|['⅓ cup plain bread crumbs', '½ cup milk', '2 tablespoons olive oil', '1 onion, diced', '1 pound ground beef', '1 pound ground pork', '2 eggs', '2 tablespoons grated Parmesan cheese', '¼ bunch fresh parsley, chopped', '3 cloves garlic, crushed', '2 teaspoons salt', '1 teaspoon ground black pepper', '1 teaspoon dried Italian herb seasoning', '½ teaspoon red pepper flakes']|Gather all ingredients.Cover a baking sheet with foil and spray lightly with cooking spray. Soak bread crumbs in milk in a small bowl for 20 minutes.Meanwhile, heat olive oil in a skillet over medium heat. Add onion; cook and stir until onion has softened and turned translucent, about 5 minutes. Reduce heat to low and continue cooking and stirring until onion is very tender, about 15 minutes more.Gently stir beef and pork together in a large bowl. Add onions, bread crumb mixture, eggs, Parmesan cheese, parsley, garlic, salt, black pepper, Italian herb seasoning, and red pepper flakes; mix together using a rubber spatula until combined. Cover and refrigerate for about one hour.Preheat the oven to 425 degrees F (220 degrees C).Form mixture into balls about 1 1/2 inches in diameter; arrange in a single layer on the prepared baking sheet.Bake in the preheated oven until browned and cooked through, 15 to 20 minutes.Serve and enjoy!|390 kcal|{'calories': '390 kcal', 'carbohydrateContent': '5 g', 'cholesterolContent': '91 mg', 'fiberContent': '1 g', 'proteinContent': '21 g', 'saturatedFatContent': '12 g', 'sodiumContent': '617 mg', 'fatContent': '31 g', 'unsaturatedFatContent': '0 g'}|Dinner
Pesto Pasta|15|8 servings|['1 (16 ounce) package pasta', '2 tablespoons olive oil', '½ cup chopped onion', '2 ½ tablespoons pesto', 'salt to taste', 'ground black pepper to taste', '2 tablespoons grated Parmesan cheese']|Fill a large pot with lightly salted water and bring to a rolling boil. Stir in pasta and return to a boil. Cook pasta uncovered, stirring occasionally, until tender yet firm to the bite, about 8 to 10 minutes. Drain and transfer into a large bowl.Meanwhile, heat oil in a frying pan over medium-low heat. Add onion; cook and stir until softened, about 3 minutes. Stir in pesto, salt, and pepper until warmed through.Add pesto mixture to hot pasta; stir in grated cheese and toss well to coat.|225 kcal|{'calories': '225 kcal', 'carbohydrateContent': '32 g', 'cholesterolContent': '44 mg', 'fiberContent': '3 g', 'proteinContent': '8 g', 'saturatedFatContent': '2 g', 'sodiumContent': '71 mg', 'sugarContent': '0 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}|Dinner
Chicken Stir-Fry|40|6 servings|['4 cups water', '2 cups white rice', '⅔ cup soy sauce', '¼ cup brown sugar', '1 tablespoon cornstarch', '1 tablespoon minced fresh ginger', '1 tablespoon minced garlic', '¼ teaspoon red pepper flakes', '3 skinless, boneless chicken breast halves, thinly sliced', '2 tablespoons sesame oil, divided', '1 head broccoli, broken into florets', '1 onion, cut into large chunks', '1 cup sliced carrots', '1 (8 ounce) can sliced water chestnuts, drained', '1 green bell pepper, cut into matchsticks']|Bring water and rice to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until rice is tender, and liquid has been absorbed, 20 to 25 minutes.Meanwhile, combine soy sauce, brown sugar, and cornstarch in a medium glass or ceramic bowl; stir until smooth. Stir in ginger, garlic, and red pepper flakes; add chicken and stir to coat. Cover and marinate in the refrigerator for at least 15 minutes.Heat 1 tablespoon sesame oil in a wok or large skillet over medium-high heat. Add broccoli, onion, carrots, water chestnuts, and bell pepper; cook and stir until just tender, about 5 minutes. Transfer vegetables into a dish; set aside.Heat remaining 1 tablespoon sesame oil in the same wok or skillet over medium-high heat. Add chicken, reserving marinade, and cook until just browned, about 2 minutes per side; stir in vegetables and reserved marinade. Bring to a boil; cook and stir until chicken is no longer pink in the center and vegetables are tender, 5 to 7 minutes. Serve over rice.|700 kcal|{'calories': '700 kcal', 'carbohydrateContent': '77 g', 'cholesterolContent': '161 mg', 'fiberContent': '5 g', 'proteinContent': '68 g', 'saturatedFatContent': '3 g', 'sodiumContent': '1790 mg', 'sugarContent': '14 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}|Dinner
A Simply Perfect Roast Turkey|285|24 servings|['1 (18 pound) whole turkey', '8 cups prepared stuffing', '½ cup unsalted butter, softened', 'salt and freshly ground black pepper to taste', '1 ½ quarts turkey stock, divided']|Gather all ingredients. Preheat the oven to 325 degrees F (165 degrees C). Place a rack in the lowest position of the oven.Remove turkey neck and giblets. Rinse turkey and pat dry with paper towels, and place breast-side up, on a rack in a roasting pan.Loosely fill turkey cavity with stuffing. Rub skin with butter, then season with salt and pepper.Pour 2 cups of turkey stock into the roasting pan.Loosely tent turkey with aluminum foil, and roast turkey for 2 1/2 hours, basting with pan juices every 30 minutes. When drippings evaporate, add remaining stock to the pan, 1 to 2 cups at a time.Remove foil and continue roasting until a meat thermometer inserted in thickest part of thigh reads 165 degrees F (75 degrees C), about 1 1/2 hours more.Transfer turkey to a large serving platter. Let stand for 20 to 30 minutes before carving.Serve and enjoy!|828 kcal|{'calories': '828 kcal', 'carbohydrateContent': '15 g', 'cholesterolContent': '383 mg', 'fiberContent': '1 g', 'proteinContent': '100 g', 'saturatedFatContent': '11 g', 'sodiumContent': '756 mg', 'sugarContent': '2 g', 'fatContent': '38 g', 'unsaturatedFatContent': '0 g'}|Dinner
Best Tuna Casserole|30|6 servings|['1 (12 ounce) package egg noodles', '2 (10.5 ounce) cans condensed cream of mushroom soup', '2 cups shredded Cheddar cheese, divided', '2 (5 ounce) cans tuna, drained', '1 cup frozen green peas', '½ (4.5 ounce) can sliced mushrooms', '¼ cup chopped onion', '1 cup crushed potato chips']|Gather all ingredients.Fill a large pot with lightly salted water and bring to a rapid boil. Cook egg noodles at a boil until tender yet firm to the bite, 7 to 9 minutes; drain.Meanwhile, preheat the oven to 425 degrees F (220 degrees C).Mix noodles, condensed soup, 1 cup cheese, tuna, peas, mushrooms, and onion in a large bowl until well combined.Transfer the mixture into a 9x13-inch baking dish.Top the mixture with crushed potato chip and remaining 1 cup of cheese.Bake in the preheated oven until cheese is bubbly, about 15 to 20 minutes.Serve hot and enjoy!|595 kcal|{'calories': '595 kcal', 'carbohydrateContent': '58 g', 'cholesterolContent': '99 mg', 'fiberContent': '4 g', 'proteinContent': '32 g', 'saturatedFatContent': '12 g', 'sodiumContent': '1061 mg', 'sugarContent': '5 g', 'fatContent': '26 g', 'unsaturatedFatContent': '0 g'}|Dinner
Tater Tot Casserole|45|4 servings|['1 pound ground beef', '1 (10.5 ounce) can condensed cream of mushroom soup', 'salt and ground black pepper to taste', '1 (16 ounce) package frozen tater tots', '2 cups shredded Cheddar cheese']|Gather the ingredients. Preheat the oven to 350 degrees F (175 degrees C).Heat a large skillet over medium-high heat. Cook and stir ground beef in the hot skillet until completely browned and crumbly, 7 to 10 minutes. Stir in condensed soup; season with salt and black pepper.Transfer beef mixture to a 9x13-inch baking dish; layer tater tots evenly on top and sprinkle with Cheddar cheese.Bake in the preheated oven until tater tots are golden brown and hot, 30 to 45 minutes.Serve and enjoy!|345 kcal|{'calories': '345 kcal', 'carbohydrateContent': '17 g', 'cholesterolContent': '65 mg', 'fiberContent': '1 g', 'proteinContent': '19 g', 'saturatedFatContent': '10 g', 'sodiumContent': '700 mg', 'sugarContent': '1 g', 'fatContent': '24 g', 'unsaturatedFatContent': '0 g'}|Dinner
Roast Spatchcock Turkey|130|10 servings|['1 (10 pound) whole turkey', '½ cup olive oil', '1 tablespoon chopped fresh sage', '1 tablespoon fresh thyme leaves', '1 tablespoon finely chopped fresh rosemary', '1 tablespoon salt', '1 teaspoon crushed black pepper']|Gather ingredients.Preheat the oven to 350 degrees F (175 degrees C). Place a roasting rack on a baking sheet.Place turkey, breast-side down, on a cutting board. Using a pair of sharp heavy-duty kitchen shears, cut along one side of the backbone.Repeat on the other side of the backbone. Remove backbone and reserve for making turkey stock for gravy.Press firmly down onto both sides of turkey to flatten.Flip turkey breast-side up and put on the roasting rack. Tuck wing tips under turkey (behind breast). Pat skin dry and rub olive oil over entire turkey. Season with sage, thyme, rosemary, salt, and pepper.Roast in the preheated oven for 1 hour 30 minutes, rotating the baking sheet every 30 minutes.Increase the oven temperature to 400 degrees F (200 degrees C) and continue to roast until skin is crisp and golden, about 15 minutes more. An instant-read thermometer inserted into the thickest part of the thigh should read 165 degrees F (74 degrees C).Remove turkey from the oven, cover loosely with a doubled sheet of aluminum foil, and allow to rest for 10 to 15 minutes before slicing.Serve hot and enjoy!|777 kcal|{'calories': '777 kcal', 'carbohydrateContent': '0 g', 'cholesterolContent': '268 mg', 'fiberContent': '0 g', 'proteinContent': '92 g', 'saturatedFatContent': '11 g', 'sodiumContent': '921 mg', 'fatContent': '43 g', 'unsaturatedFatContent': '0 g'}|Dinner
Authentic Louisiana Red Beans and Rice|690|8 servings|['1 pound dry kidney beans', '¼ cup olive oil', '1 large onion, chopped', '1 green bell pepper, chopped', '2 stalks celery, chopped', '2 tablespoons minced garlic', '6 cups water', '2 bay leaves', '1 tablespoon dried parsley', '1 teaspoon dried thyme', '1 teaspoon Cajun seasoning', '½ teaspoon cayenne pepper', '¼ teaspoon dried sage', '1 pound andouille sausage, sliced', '4 cups water', '2 cups long grain white rice']|Gather all ingredients.Rinse beans, and then soak in a large pot of water overnight.Heat oil in a skillet over medium heat. Cook onion, bell pepper, celery, and garlic in olive oil for 3 to 4 minutes.Rinse beans, and transfer to a large pot with 6 cups water. Stir cooked vegetables into beans. Season with bay leaves, parsley, thyme, Cajun seasoning, cayenne pepper, and sage. Bring to a boil, and then reduce heat to medium-low. Simmer for 2 1/2 hours.Stir sausage into beans, and continue to simmer for 30 minutes.Meanwhile, prepare the rice. Bring water and rice to a boil in a saucepan. Reduce heat, cover, and simmer for 20 minutes. Serve beans over steamed white rice.|630 kcal|{'calories': '630 kcal', 'carbohydrateContent': '79 g', 'cholesterolContent': '33 mg', 'fiberContent': '10 g', 'proteinContent': '24 g', 'saturatedFatContent': '7 g', 'sodiumContent': '604 mg', 'sugarContent': '3 g', 'fatContent': '24 g', 'unsaturatedFatContent': '0 g'}|Dinner
Baked Ziti|60|10 servings|['1 pound dry ziti pasta', '1 onion, chopped', '1 pound lean ground beef', '2 (26 ounce) jars spaghetti sauce', '6 ounces provolone cheese, sliced', '1 ½ cups sour cream', '6 ounces mozzarella cheese, shredded', '2 tablespoons grated Parmesan cheese']|Bring a large pot of lightly salted water to a boil. Add ziti pasta, and cook until al dente, about 8 minutes; drain.Meanwhile, brown ground beef and onion in a large skillet over medium heat; stir in spaghetti sauce and simmer for 15 minutes.Preheat the oven to 350 degrees F (175 degrees C). Butter a 9x13-inch baking dish.Spread 1/2 of the ziti in the bottom of the prepared dish; top with Provolone cheese, sour cream, 1/2 of the meat sauce, remaining ziti, mozzarella cheese, and remaining meat sauce. Top with grated Parmesan cheese.Bake in the preheated oven until heated through and cheeses have melted, about 30 minutes.|578 kcal|{'calories': '578 kcal', 'carbohydrateContent': '58 g', 'cholesterolContent': '71 mg', 'fiberContent': '6 g', 'proteinContent': '28 g', 'saturatedFatContent': '13 g', 'sodiumContent': '914 mg', 'sugarContent': '14 g', 'fatContent': '25 g', 'unsaturatedFatContent': '0 g'}|Dinner
Hamburger Steak with Onions and Gravy|40|4 servings|['1 pound ground beef', '¼ cup bread crumbs', '1 egg', '1 teaspoon Worcestershire sauce', '½ teaspoon seasoned salt', '½ teaspoon onion powder', '½ teaspoon garlic powder', '⅛ teaspoon ground black pepper', '1 tablespoon vegetable oil', '1 cup thinly sliced onion', '2 tablespoons all-purpose flour', '1 cup beef broth', '1 tablespoon cooking sherry', '½ teaspoon seasoned salt']|Gather all ingredients.Mix ground beef, bread crumbs, egg, Worcestershire sauce, salt, onion powder, garlic powder, and pepper together in a large bowl until combined. Form into 8 balls and flatten into patties.Heat oil in a large skillet over medium heat. Add patties and onion; fry until patties are nicely browned, about 4 minutes per side. Transfer beef patties to a plate, and keep warm.Sprinkle flour over onions and drippings in the skillet. Stir in flour with a fork, scraping bits of beef off of the bottom of the skillet as you stir. Gradually mix in beef broth and sherry. Season with seasoned salt. Simmer and stir over medium-low heat until gravy thickens, about 5 minutes.Reduce heat to low, return patties to the gravy, cover, and simmer until cooked through, about 15 minutes.Serve and enjoy!|319 kcal|{'calories': '319 kcal', 'carbohydrateContent': '14 g', 'cholesterolContent': '115 mg', 'fiberContent': '1 g', 'proteinContent': '23 g', 'saturatedFatContent': '6 g', 'sodiumContent': '597 mg', 'sugarContent': '3 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}|Dinner
Shrimp Scampi with Pasta|40|6 servings|['1 (16 ounce) package linguine pasta', '2 tablespoons butter', '2 tablespoons extra-virgin olive oil', '2 shallots, finely diced', '2 cloves garlic, minced', '1 pinch red pepper flakes (Optional)', '1 pound shrimp, peeled and deveined', '1 pinch kosher salt and freshly ground pepper', '½ cup dry white wine', '1 lemon, juiced', '2 tablespoons butter', '2 tablespoons extra-virgin olive oil', '¼ cup finely chopped fresh parsley leaves', '1 teaspoon extra-virgin olive oil, or to taste']|Gather ingredients.Bring a large pot of salted water to a boil; cook linguine in boiling water until nearly tender, 6 to 8 minutes. Drain.Melt 2 tablespoons butter with 2 tablespoons olive oil in a large skillet over medium heat.Cook and stir shallots, garlic, and red pepper flakes in the hot butter and oil until shallots are translucent, 3 to 4 minutes.Season shrimp with kosher salt and black pepper; add to the skillet and cook until pink, stirring occasionally, 2 to 3 minutes. Remove shrimp from skillet and keep warm.Pour white wine and lemon juice into skillet and bring to a boil while scraping the browned bits of food off of the bottom of the skillet with a wooden spoon.Melt 2 tablespoons butter in skillet, stir 2 tablespoons olive oil into butter mixture, and bring to a simmer.Toss linguine, shrimp, and parsley in the butter mixture until coated; season with salt and black pepper. Drizzle with 1 teaspoon olive oil to serve.Serve hot and enjoy!|511 kcal|{'calories': '511 kcal', 'carbohydrateContent': '58 g', 'cholesterolContent': '135 mg', 'fiberContent': '4 g', 'proteinContent': '22 g', 'saturatedFatContent': '7 g', 'sodiumContent': '260 mg', 'sugarContent': '1 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}|Dinner
Marinated Tuna Steak|50|4 servings|['¼ cup orange juice', '¼ cup soy sauce', '2 tablespoons olive oil', '2 tablespoons chopped fresh parsley', '1 tablespoon lemon juice', '1 clove garlic, minced', '½ teaspoon chopped fresh oregano', '½ teaspoon ground black pepper', '4 (4 ounce) tuna steaks']|Gather all ingredients.Mix orange juice, soy sauce, olive oil, parsley, lemon juice, garlic, oregano, and pepper together in a large non-reactive dish until well combined. Place tuna steaks in marinade and turn to coat. Cover the dish with plastic wrap and marinate in the refrigerator for at least 30 minutes.Preheat an outdoor grill for high heat and lightly oil the grate. Remove tuna steaks from the marinade and shake off excess; reserve marinade for basting.Cook tuna steaks on the preheated grill for 5 to 6 minutes; flip steaks and baste with reserved marinade. Cook for an additional 5 minutes, or to desired doneness. Discard any remaining marinade.Serve and enjoy!|200 kcal|{'calories': '200 kcal', 'carbohydrateContent': '4 g', 'cholesterolContent': '51 mg', 'fiberContent': '0 g', 'proteinContent': '27 g', 'saturatedFatContent': '1 g', 'sodiumContent': '945 mg', 'sugarContent': '2 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}|Dinner
Stuffed Peppers|90|6 servings|['1 cup cold water', '½ cup uncooked long grain white rice', '1 tablespoon vegetable oil', '1 pound ground beef', '6 medium green bell peppers', '16 ounces tomato sauce, divided', '1 tablespoon Worcestershire sauce', '¼ teaspoon garlic powder', '¼ teaspoon onion powder', 'salt and ground black pepper to taste', '1 teaspoon Italian seasoning']|Gather all ingredients, and preheat the oven to 350 degrees F (175 degrees C).Bring water and rice to a boil in a covered saucepan. Reduce heat to low and simmer until rice is tender, about 20 minutes.Meanwhile, heat oil in a skillet over medium heat. Add ground beef and cook until evenly browned and crumbly, 7 to 9 minutes.Hollow out bell peppers by removing and discarding the tops, seeds, and membranes. Slice the bottoms of the peppers if necessary to make sure they stand up straight.Arrange peppers in a baking dish with the hollowed sides facing upward.Prepare filling by mixing cooked beef, cooked rice, 1/2 of the tomato sauce, Worcestershire sauce, garlic powder, onion powder, salt, and pepper. Spoon an equal amount of filling into each hollowed pepper.Mix remaining tomato sauce and Italian seasoning in a bowl, and pour over the stuffed peppers.Bake in the preheated oven, basting with sauce every 15 minutes, until peppers are tender, about 1 hour.Serve hot and enjoy!|248 kcal|{'calories': '248 kcal', 'carbohydrateContent': '26 g', 'cholesterolContent': '46 mg', 'fiberContent': '4 g', 'proteinContent': '16 g', 'saturatedFatContent': '4 g', 'sodiumContent': '564 mg', 'sugarContent': '6 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}|Dinner
Spicy Thai Basil Chicken (Pad Krapow Gai)|25|2 servings|['⅓ cup chicken broth', '1 tablespoon oyster sauce', '1 tablespoon soy sauce, or as needed', '2 teaspoons fish sauce', '1 teaspoon white sugar', '1 teaspoon brown sugar', '2 tablespoons vegetable oil', '1 pound skinless, boneless chicken thighs, coarsely chopped', '¼ cup sliced shallots', '4 cloves garlic, minced', '2 tablespoons minced Thai chilies, Serrano, or other hot pepper', '1 cup very thinly sliced fresh basil leaves', '2 cups hot cooked rice']|Gather ingredients.Whisk chicken broth, oyster sauce, soy sauce, fish sauce, white sugar, and brown sugar together in a bowl until well blended.Heat large skillet over high heat. Drizzle in oil. Add chicken and stir fry until it loses its raw color, 2 to 3 minutes.Stir in shallots, garlic, and sliced chilies. Continue cooking on high heat until some of the juices start to caramelize in the bottom of the pan, about 2 or 3 more minutes.Add about a tablespoon of the sauce mixture to the skillet; cook and stir until sauce begins to caramelize, about 1 minute.Pour in the rest of the sauce. Cook and stir until sauce has deglazed the bottom of the pan. Continue to cook until sauce glazes onto the meat, 1 or 2 more minutes. Remove from heat.Stir in basil. Cook and stir until basil is wilted, about 20 seconds. Serve with rice.Serve hot and enjoy!|715 kcal|{'calories': '715 kcal', 'carbohydrateContent': '59 g', 'cholesterolContent': '156 mg', 'fiberContent': '1 g', 'proteinContent': '50 g', 'saturatedFatContent': '7 g', 'sodiumContent': '1182 mg', 'sugarContent': '6 g', 'fatContent': '30 g', 'unsaturatedFatContent': '0 g'}|Dinner
Grilled Cheese Sandwich|15|2 servings|['4 slices white bread', '3 tablespoons butter, divided', '2 slices Cheddar cheese']|Preheat a nonstick skillet over medium heat. Generously butter one side of a slice of bread. Place bread butter-side down in the hot skillet; add 1 slice of cheese. Butter a second slice of bread on one side and place butter-side up on top of cheese.Cook until lightly browned on one side; flip over and continue cooking until cheese is melted. Repeat with remaining 2 slices of bread, butter, and slice of cheese.|400 kcal|{'calories': '400 kcal', 'carbohydrateContent': '26 g', 'cholesterolContent': '76 mg', 'fiberContent': '1 g', 'proteinContent': '11 g', 'saturatedFatContent': '17 g', 'sodiumContent': '639 mg', 'sugarContent': '2 g', 'fatContent': '28 g', 'unsaturatedFatContent': '0 g'}|Lunch
Sausage and Cheese Egg Boats|55|6 servings|['1 pound breakfast sausage', '1 loaf Cuban bread, French loaf', '2 cups shredded Cheddar', '6 large eggs', '1/3 cup heavy cream', '1 teaspoon kosher salt', '1/2 teaspoon pepper', '1/3 cup red bell pepper', '1/4 cup green onion']|Preheat the oven to 325 degrees F (165 degrees C). Line a rimmed baking sheet with parchment.Heat a large skillet over medium-high heat. Cook and stir sausage in the hot skillet until browned and crumbly, 5 to 7 minutes. Drain any excess grease; set aside to cool slightly.Using a serrated knife, trim off the top layer of bread to expose the inside. Create a well for the fillings by removing most of the bread on the inside. Place 3/4 cup cheese along the bottom of the bread; place bread on the prepared baking sheet.Whisk eggs, cream, salt, and pepper together in a large bowl until well blended. Stir in cooked sausage, bell pepper, green onions, and remaining cheese; pour mixture into prepared bread loaf.Bake in the preheated oven until eggs are set, 35 to 40 minutes. Let stand 5 minutes before slicing and serving.|731 kcal|{'calories': '731 kcal', 'carbohydrateContent': '45 g', 'cholesterolContent': '303 mg', 'fiberContent': '2 g', 'proteinContent': '38 g', 'saturatedFatContent': '19 g', 'sodiumContent': '1618 mg', 'sugarContent': '6 g', 'fatContent': '45 g', 'unsaturatedFatContent': '0 g'}|Brunch,Breakfast,Entree
Mexican Oatmeal|15|1 serving|['1 cup water', '1 cinnamon stick', '1/2 cup oats', '1/2 cup milk', '1 tablespoon piloncillo', '1/2 teaspoon ground cinnamon', '1/2 teaspoon vanilla extract']|Bring water and cinnamon stick to a boil in a saucepan. Reduce heat and simmer for 5 minutes.Add oats and cook for 1 minute. Add milk and cook until thickened, 1 to 2 minutes. Remove from heat. Stir in piloncillo, cinnamon, and vanilla.|269 kcal|{'calories': '269 kcal', 'carbohydrateContent': '46 g', 'cholesterolContent': '10 mg', 'fiberContent': '5 g', 'proteinContent': '9 g', 'saturatedFatContent': '2 g', 'sodiumContent': '73 mg', 'sugarContent': '17 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}|Breakfast
The Ultimate Brunch Casserole|60|8 servings|['1 pound hashbrowns', '1 tablespoon olive oil', '1 pound chorizo', '1 yellow onion', '12 eggs', '3 cups grated cheddar cheese', '1 1/2 cups sour cream', '1 cup whole milk', '1 teaspoon kosher salt', '1/2 teaspoon ground pepper', '1 cup green onions', '1 avocado', '1/2 cup pickled jalapeños']|Gather all ingredients.Preheat the oven to 400 degrees F (200 degrees C). Grease a 9-by-13-inch baking dish. Spread hash browns over the bottom of the baking dish.Heat olive oil in a large skillet over medium heat. Add chorizo and onion, using a flat wooden spoon to break up the meat into smaller pieces. Cook until browned, about 8 to 10 minutes. Set aside.Whisk eggs, 2 cups Cheddar cheese, 1 cup sour cream, milk, salt, and pepper in a large bowl. Stir in chorizo mixture.Pour egg mixture over hash browns in baking dish. Dollop remaining 1/2 cup sour cream over eggs, and sprinkle with remaining 1 cup cheese.Bake for 35 to 45 minutes, until just set in the center. Sprinkle with green onions, avocado, and pickled jalapeños, if using. Cut into squares and serve immediately.|899 kcal|{'calories': '899 kcal', 'carbohydrateContent': '29 g', 'cholesterolContent': '399 mg', 'fiberContent': '5 g', 'proteinContent': '38 g', 'saturatedFatContent': '26 g', 'sodiumContent': '1594 mg', 'sugarContent': '5 g', 'fatContent': '71 g', 'unsaturatedFatContent': '0 g'}|Brunch
Easy McGriddle Casserole|60|8 servings|['1 pound breakfast sausage', '6 slices bacon', '3 cups complete (“just add water”) pancake mix', '2 cups water', '1/4 cup maple syrup', '1 1/2 cups shredded Cheddar cheese', '2 tablespoons butter']|Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x13-inch baking dish.Heat a large skillet over medium-high heat. Cook and stir sausage in the hot skillet until browned and crumbly, 5 to 7 minutes. Drain and discard grease. Set aside to cool slightly.Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned and crisp, about 10 minutes. Drain bacon slices on paper towels. Crumble when cool enough to handle.Whisk together pancake mix and water until well combined. Stir in maple syrup. Add sausage, bacon, and cheese and fold the mixture together until well incorporated. Pour mixture into prepared baking dish.Bake in the preheated oven until casserole is lightly browned, and a toothpick inserted near the center comes out clean, about 30 minutes.Spread butter over hot casserole and serve with extra syrup as desired.|560 kcal|{'calories': '560 kcal', 'carbohydrateContent': '48 g', 'cholesterolContent': '87 mg', 'fiberContent': '2 g', 'proteinContent': '24 g', 'saturatedFatContent': '12 g', 'sodiumContent': '1355 mg', 'sugarContent': '15 g', 'fatContent': '30 g', 'unsaturatedFatContent': '0 g'}|Brunch,Entree,Breakfast
Cinnamon Roll Focaccia|215|12 servings|['1/4 cup canola oil,', 'all-purpose flour', '2 (1-pound) pizza dough', '1/4 cup light brown sugar', '2 teaspoons ground cinnamon', '7 tablespoons unsalted butter', '4 ounces cream cheese', '1 cup powdered sugar', '1 tablespoon whole milk', '1/2 teaspoon vanilla extract']|Gather all ingredients. Evenly coat a 13- x 9-inch baking pan with 1/4 cup of the oil.On a lightly floured work surface, using your hands or a rolling pin, press dough balls into about 1-inch thickness. Stir together 2 tablespoons light brown sugar and 1 teaspoon cinnamon in a small bowl. Sprinkle the top of one dough round evenly with sugar mixture, place second dough round on top, and knead together until combined and one ball of dough is formed.Place dough in the prepared pan, cover with plastic wrap, and let rest in a warm place for 3 hours, removing plastic every hour and gently pressing out dough as thin as possible.Preheat the oven to 450 degrees F (230 degrees C).Uncover dough, and spread into an even layer pressing into the edges of the pan. Grease your hands and make deep dimples all over the top of the dough with your fingertips. Drizzle evenly with remaining 1 tablespoon oil, and make dimples all over top of the dough with your fingertips again.Bake in the preheated oven until slightly risen and starting to brown, 8 to 10 minutes. Meanwhile, melt 6 tablespoons of the butter in a small saucepan over medium. Remove from heat, add remaining 1/4 cup light brown sugar and remaining 1 teaspoon cinnamon, and stir until combined; drizzle evenly over dough. Return to oven and bake at 450 degrees F (230 degrees C) until well browned and puffed, 8 to 10 more minutes.Meanwhile, combine cream cheese and remaining 1 tablespoon butter in a bowl and beat on medium speed with an electric mixer until smooth and creamy, about 30 seconds. Gradually add powdered sugar, beating at low speed until blended, about 30 seconds. Stir in milk and vanilla until icing is smooth and creamy.Drizzle icing over hot bread; serve warm.|397 kcal|{'calories': '397 kcal', 'carbohydrateContent': '51 g', 'cholesterolContent': '27 mg', 'fiberContent': '2 g', 'proteinContent': '6 g', 'saturatedFatContent': '7 g', 'sodiumContent': '304 mg', 'sugarContent': '16 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}|Dessert
Breakfast Burrito with Potatoes and Chorizo|25|4 servings|['1/2 pound chorizo', '1/2 poblano pepper, chopped', '1/2 yellow onion, chopped', '1/2 red bell pepper, chopped', '2 Yukon gold potatoes,', '4 large eggs', '1/3 cup half-and-half', 'salt and pepper to taste', '2 tablespoons butter', '1/4 cup shredded cheese, any kind', '4 burrito-sized flour tortilla']|Heat a large skillet over medium heat. Add chorizo, poblano pepper, onions, and red bell pepper. Cook until vegetables are tender, 5 to 7 minutes. Remove skillet from heat.In a microwave-safe bowl, cook potatoes with a small amount of water until fork tender, 7 to 10 minutes, stirring halfway through; drain. Stir potatoes into chorizo mixture.Meanwhile, whisk eggs, half-and-half, salt, and pepper together in a large bowl.Heat butter in a skillet over medium heat. Add egg mixture and scramble until eggs are cooked, about 3 minutes. Remove eggs from heat. Fold in cheese.Spoon chorizo mixture in a line across the middle of a tortilla, then add a layer of scrambled eggs. Fold opposing edges of the tortilla to overlap the filling. Roll 1 of the opposing edges around the filling creating a burrito.|1105 kcal|{'calories': '1105 kcal', 'carbohydrateContent': '129 g', 'cholesterolContent': '258 mg', 'fiberContent': '9 g', 'proteinContent': '40 g', 'saturatedFatContent': '18 g', 'sodiumContent': '1919 mg', 'sugarContent': '4 g', 'fatContent': '47 g', 'unsaturatedFatContent': '0 g'}|Breakfast,Entree
